"AX2"	"AX3"	"AX4"	"AX5"	"DPS1"	"DPS2"	"DPS3"	"DPS4"	"DPS5"	"DVM1"	"DVM2"	"DVM4"	"DVM5"	"DVM6"
"Sro1472_g275470.1"	2	0	0	0	3	5	0	2	12	0	0	0	4	0
"Sro1472_g275480.1"	0	0	0	0	0	0	1	0	8	0	0	0	0	0
"Sro1472_g275490.1"	2	1	13	9	6	0	2	4	11	0	0	0	0	2
"Sro1472_g275500.1"	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1472_g275510.1"	0	0	0	4	28	15	1	16	0	15	2	0	9	1
"Sro1472_g275520.1"	0	0	0	0	0	0	0	0	4	0	0	0	0	0
"Sro1472_g275530.1"	45	14	52	26	81	20	24	15	39	0	22	16	2	23
"Sro1472_g275540.1"	0	7	0	7	4	0	0	5	3	0	0	2	0	2
"Sro1472_g275550.1"	8	0	11	6	0	0	0	0	3	0	0	2	2	6
"Sro1473_g275560.1"	4	5	6	3	3	7	0	0	2	0	0	0	3	3
"Sro1473_g275570.1"	0	8	16	25	0	8	1	2	2	0	0	2	5	12
"Sro1473_g275580.1"	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"Sro1473_g275590.1"	7	2	1	10	5	10	0	0	7	4	1	4	0	2
"Sro1473_g275600.1"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Sro1473_g275610.1"	7	2	21	31	47	11	2	0	13	2	1	0	11	20
"Sro1473_g275620.1"	2	1	13	0	8	0	0	4	0	2	0	0	0	12
"Sro1473_g275630.1"	14	4	49	12	23	16	6	7	2	0	0	0	0	1
"Sro1473_g275640.1"	0	0	6	7	11	4	0	3	1	6	0	0	2	2
"Sro1473_g275650.1"	4	15	0	4	8	15	6	4	3	0	1	0	4	28
"Sro1473_g275660.1"	7	3	0	6	6	1	3	1	7	0	0	0	0	5
"Sro1473_g275670.1"	9	4	19	17	20	2	4	0	6	0	0	8	9	9
"Sro1474_g275680.1"	9	2	35	15	2	3	3	3	5	5	3	1	0	3
"Sro1474_g275690.1"	6	0	10	12	24	3	4	6	14	0	0	0	0	8
"Sro1474_g275700.1"	10	5	14	79	12	13	7	8	57	0	2	9	0	13
"Sro1474_g275710.1"	5	14	6	14	4	0	0	0	2	0	0	1	0	0
"Sro1474_g275710.2"	0	0	0	0	16	2	0	3	0	0	10	0	0	0
"Sro1474_g275720.1"	0	2	29	0	3	5	0	0	0	2	0	0	0	0
"Sro1474_g275730.1"	2	7	0	12	0	5	7	0	0	0	0	0	1	0
"Sro1474_g275740.1"	0	3	12	14	7	8	1	8	3	0	0	0	0	6
"Sro1474_g275750.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1475_g275760.1"	6	0	11	47	25	4	3	4	8	8	1	2	4	12
"Sro1475_g275770.1"	6	6	1	6	0	0	0	1	0	0	0	8	0	6
"Sro1475_g275780.1"	1	3	0	0	0	0	1	0	3	0	0	0	0	2
"Sro1475_g275800.1"	11	10	12	12	44	6	9	9	4	2	7	0	0	9
"Sro1475_g275810.1"	5	4	0	10	7	0	0	5	0	1	0	0	2	0
"Sro1475_g275820.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1475_g275830.1"	4	3	0	3	1	5	7	0	2	12	0	1	0	8
"Sro1475_g275840.1"	8	7	14	9	9	22	9	6	5	4	16	1	0	9
"Sro1475_g275850.1"	5	1	5	16	5	6	3	9	17	0	3	0	0	0
"Sro1475_g275860.1"	5	2	0	3	7	5	1	5	2	5	10	4	2	5
"Sro1475_g275870.1"	46	18	64	56	23	28	10	20	7	5	11	2	4	7
"Sro1476_g275880.1"	2	1	27	8	10	8	0	4	3	0	4	2	3	5
"Sro1476_g275890.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1476_g275900.1"	4	6	15	9	56	0	0	0	8	0	11	0	0	0
"Sro1476_g275910.1"	1	0	0	3	10	0	0	0	0	0	0	0	0	0
"Sro1476_g275920.1"	204	127	298	375	432	143	75	119	191	49	74	56	32	94
"Sro1476_g275930.1"	7	7	1	25	15	6	4	0	24	0	0	11	0	0
"Sro1476_g275940.1"	25	11	29	39	10	22	10	9	6	8	23	9	3	22
"Sro1476_g275950.1"	1	0	0	3	0	0	0	7	0	0	0	1	0	0
"Sro1476_g275960.1"	0	0	0	0	1	0	0	0	0	0	0	2	0	0
"Sro1477_g275970.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1477_g275980.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1477_g275990.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1477_g276000.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1478_g276010.1"	14	0	30	9	4	0	7	3	22	3	7	4	0	1
"Sro1478_g276020.1"	7	0	0	0	5	3	4	6	4	0	3	0	0	0
"Sro1478_g276020.2"	0	6	6	11	0	0	0	0	0	0	0	0	0	0
"Sro1478_g276030.1"	82	34	115	130	55	45	22	31	86	0	22	6	2	7
"Sro1478_g276040.1"	0	6	0	3	6	0	0	0	0	0	0	0	1	2
"Sro1478_g276050.1"	76	59	132	251	48	73	62	109	174	14	66	38	13	119
"Sro1478_g276060.1"	11	10	37	41	45	34	4	17	18	11	17	8	0	20
"Sro1478_g276070.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1479_g276080.1"	22	23	57	32	0	4	3	17	27	13	1	4	3	6
"Sro1479_g276090.1"	12	16	19	14	7	4	4	9	5	6	1	0	0	4
"Sro1479_g276100.1"	244	125	191	406	194	118	102	113	267	37	84	59	27	167
"Sro1479_g276110.1"	19	27	62	22	8	1	9	6	5	3	3	16	0	6
"Sro147_g067730.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro147_g067740.1"	15	16	30	46	42	34	30	5	49	21	32	19	6	48
"Sro147_g067750.1"	6	6	20	26	9	0	1	12	16	0	0	0	0	6
"Sro147_g067751.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro147_g067760.1"	60	12	83	127	43	56	15	35	110	0	26	20	19	56
"Sro147_g067770.1"	5	5	1	35	17	9	16	4	9	0	0	3	4	19
"Sro147_g067780.1"	23	17	48	9	13	12	5	10	19	0	6	0	0	0
"Sro147_g067790.1"	2	3	6	8	0	5	2	4	6	0	0	0	4	0
"Sro147_g067800.1"	0	0	7	2	0	1	3	0	0	4	6	0	5	6
"Sro147_g067810.1"	4	3	14	1	0	0	7	0	4	0	0	0	0	0
"Sro147_g067820.1"	0	1	0	0	0	0	4	0	0	0	0	0	0	2
"Sro147_g067830.1"	5	6	4	6	0	2	0	0	5	0	0	1	0	5
"Sro147_g067840.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro147_g067850.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro147_g067860.1"	0	1	2	9	0	0	0	1	0	10	0	0	0	19
"Sro147_g067870.1"	5	0	8	3	3	3	1	0	1	1	0	0	0	3
"Sro147_g067880.1"	5	0	1	6	0	3	4	1	0	4	0	0	0	4
"Sro147_g067890.1"	7	2	0	6	0	0	0	0	3	0	9	0	0	0
"Sro147_g067900.1"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"Sro147_g067910.1"	40	42	88	234	120	146	85	101	146	43	69	49	20	135
"Sro147_g067910.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro147_g067920.1"	0	0	0	0	0	5	0	0	0	1	0	0	0	5
"Sro147_g067930.1"	17	4	40	22	16	12	7	10	9	0	0	1	0	22
"Sro147_g067940.1"	46	16	53	64	0	29	6	2	40	0	16	0	0	5
"Sro147_g067950.1"	14	24	10	16	11	0	2	2	14	0	0	1	0	8
"Sro147_g067960.1"	59	53	82	139	131	36	29	26	117	21	24	19	9	52
"Sro147_g067970.1"	12	3	27	4	0	12	0	8	7	2	0	0	1	0
"Sro147_g067980.1"	22	30	50	48	21	8	0	11	7	2	4	3	0	14
"Sro147_g067990.1"	27	32	84	100	77	76	25	67	41	9	9	15	9	66
"Sro147_g068000.1"	0	9	36	22	0	8	4	0	22	0	5	7	0	12
"Sro147_g068010.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro147_g068020.1"	3	7	0	6	1	0	0	3	6	3	0	6	0	6
"Sro1480_g276120.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1480_g276130.1"	0	0	0	1	0	0	0	1	1	0	0	0	0	0
"Sro1480_g276140.1"	6	3	3	13	1	0	0	2	3	0	0	0	2	12
"Sro1480_g276150.1"	0	2	0	9	6	0	0	2	2	0	5	0	0	0
"Sro1480_g276160.1"	2	8	10	41	9	5	7	2	21	0	1	0	3	12
"Sro1480_g276170.1"	0	0	0	0	0	4	0	0	3	0	0	0	0	0
"Sro1480_g276180.1"	8	1	3	9	1	8	0	3	0	0	0	0	3	0
"Sro1480_g276190.1"	6	0	12	4	2	0	0	0	0	0	0	0	0	0
"Sro1480_g276200.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1481_g276210.1"	0	1	0	8	0	0	1	0	12	3	0	3	0	4
"Sro1481_g276220.1"	6	0	1	9	8	2	0	1	13	0	0	4	0	0
"Sro1481_g276230.1"	2	0	0	12	0	0	0	2	0	0	0	0	3	1
"Sro1481_g276240.1"	9	3	27	22	0	7	7	6	10	3	0	0	0	10
"Sro1481_g276250.1"	0	2	0	7	0	0	0	1	0	0	0	0	0	3
"Sro1481_g276260.1"	5	0	0	0	0	0	0	1	0	0	14	0	0	0
"Sro1481_g276270.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1482_g276280.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1482_g276290.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1482_g276300.1"	3	13	0	18	9	3	2	1	18	0	0	1	1	12
"Sro1482_g276310.1"	15	11	20	53	0	13	7	2	10	0	11	0	0	4
"Sro1482_g276320.1"	5	11	23	21	39	8	2	7	1	0	0	0	1	7
"Sro1482_g276330.1"	0	0	0	1	1	4	0	0	0	0	0	0	2	2
"Sro1483_g276340.1"	0	0	5	1	1	0	4	0	8	0	0	0	0	0
"Sro1483_g276350.1"	3	0	0	4	0	0	5	0	0	0	0	0	0	0
"Sro1483_g276360.1"	6	8	9	18	0	4	0	3	31	0	0	0	4	0
"Sro1483_g276370.1"	23	18	14	25	14	5	9	14	34	0	14	0	8	10
"Sro1483_g276380.1"	18	3	21	8	22	12	1	4	0	5	3	3	0	4
"Sro1483_g276390.1"	2	4	5	15	14	7	0	1	9	0	1	0	0	2
"Sro1483_g276400.1"	0	3	0	6	0	0	0	6	2	0	3	8	3	4
"Sro1483_g276410.1"	0	0	0	2	0	2	0	0	5	0	0	0	0	0
"Sro1484_g276420.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1484_g276430.1"	12	10	23	4	22	11	7	5	0	0	4	0	9	7
"Sro1484_g276440.1"	0	1	0	0	0	0	0	0	0	0	2	0	0	0
"Sro1484_g276450.1"	21	0	15	37	10	4	3	5	13	0	1	2	5	14
"Sro1484_g276460.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1484_g276470.1"	3	3	20	26	7	5	1	11	11	4	20	4	0	20
"Sro1484_g276480.1"	30	7	10	54	12	24	30	16	17	8	12	4	2	35
"Sro1484_g276481.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1484_g276490.1"	3	4	0	4	1	0	0	0	0	0	0	0	0	0
"Sro1485_g276500.1"	3	21	23	52	65	26	8	20	35	15	13	12	7	46
"Sro1485_g276510.1"	29	33	67	75	22	34	7	11	71	0	8	14	1	25
"Sro1485_g276520.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1485_g276530.1"	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"Sro1485_g276540.1"	0	2	0	0	0	0	1	0	0	0	0	0	0	0
"Sro1485_g276550.1"	8	0	11	0	10	0	0	1	3	0	0	0	0	2
"Sro1485_g276560.1"	2	8	15	3	10	5	0	3	13	0	0	9	4	10
"Sro1485_g276570.1"	6	3	14	5	16	3	1	1	4	0	10	2	0	3
"Sro1485_g276580.1"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"Sro1485_g276590.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1486_g276600.1"	0	0	1	3	0	0	2	1	0	0	5	0	0	1
"Sro1486_g276610.1"	19	21	22	39	42	3	12	12	10	0	9	1	4	11
"Sro1486_g276620.1"	33	9	54	67	56	36	20	45	80	4	27	12	0	21
"Sro1486_g276630.1"	496	360	607	1605	391	438	200	198	740	113	429	185	113	516
"Sro1486_g276640.1"	7	18	18	19	0	2	4	1	9	0	2	0	0	7
"Sro1486_g276650.1"	45	4	38	40	58	7	14	14	17	9	17	16	14	18
"Sro1486_g276660.1"	231	204	460	513	332	168	113	209	275	72	109	115	57	255
"Sro1486_g276670.1"	8	2	4	9	3	0	0	4	3	0	2	0	0	3
"Sro1486_g276680.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1486_g276680.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1486_g276690.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1487_g276700.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1487_g276710.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1487_g276720.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1487_g276730.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1487_g276740.1"	8	0	0	0	0	0	0	0	0	0	6	2	1	2
"Sro1487_g276750.1"	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1487_g276760.1"	11	3	5	25	2	8	1	5	3	3	0	0	0	13
"Sro1487_g276770.1"	2	4	11	3	0	4	0	4	1	0	9	0	5	5
"Sro1487_g276780.1"	7	12	8	14	2	0	3	0	3	0	0	0	0	1
"Sro1487_g276790.1"	0	3	8	1	0	0	0	0	0	0	0	0	0	0
"Sro1487_g276800.1"	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"Sro1487_g276800.2"	0	0	0	0	0	7	0	3	0	0	0	0	0	0
"Sro1487_g276810.1"	35	28	39	82	16	42	3	14	23	5	23	18	10	16
"Sro1487_g276820.1"	29	8	53	47	16	8	20	13	3	0	3	3	1	16
"Sro1487_g276830.1"	1	7	23	7	9	0	2	0	4	4	0	0	0	9
"Sro1488_g276840.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1488_g276850.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1488_g276860.1"	0	0	0	4	6	0	0	0	0	0	0	0	0	0
"Sro1488_g276870.1"	5	5	10	12	0	1	0	0	1	0	0	0	0	6
"Sro1488_g276880.1"	8	4	29	34	17	13	10	16	13	0	8	1	13	24
"Sro1488_g276890.1"	115	58	186	290	92	90	42	89	164	6	75	21	42	104
"Sro1488_g276900.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1488_g276910.1"	0	0	0	3	6	0	0	0	0	0	2	0	0	2
"Sro1489_g276920.1"	1	1	10	3	0	0	0	0	7	0	0	0	0	0
"Sro1489_g276930.1"	42	22	148	54	178	49	23	51	56	29	46	27	14	64
"Sro1489_g276940.1"	7	1	5	11	23	9	1	3	5	0	0	2	0	5
"Sro1489_g276950.1"	0	2	0	0	0	0	0	0	0	1	0	0	0	0
"Sro1489_g276960.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1489_g276970.1"	27	9	37	37	17	36	5	27	7	2	7	0	1	22
"Sro1489_g276980.1"	0	0	0	0	0	0	2	0	0	0	4	4	0	0
"Sro1489_g276990.1"	9	0	0	3	2	0	0	0	0	0	6	0	0	4
"Sro1489_g277000.1"	43	17	50	46	37	23	5	9	18	0	7	2	0	3
"Sro1489_g277010.1"	0	0	8	0	23	6	0	2	15	0	0	6	0	0
"Sro148_g068030.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro148_g068040.1"	42	40	42	93	84	60	20	35	73	2	24	15	11	44
"Sro148_g068050.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro148_g068060.1"	13	21	7	66	11	27	3	8	23	0	4	7	2	9
"Sro148_g068070.1"	0	0	0	1	0	0	0	0	8	0	0	0	0	0
"Sro148_g068080.1"	0	7	4	5	0	0	3	6	2	0	0	0	0	0
"Sro148_g068090.1"	3	4	11	5	2	8	3	0	7	0	0	3	0	5
"Sro148_g068100.1"	202	118	336	776	508	291	283	373	549	114	165	123	124	505
"Sro148_g068110.1"	28	35	66	220	73	76	39	40	121	13	90	31	36	309
"Sro148_g068120.1"	25	45	54	44	6	4	5	21	22	0	9	4	3	16
"Sro148_g068130.1"	1	0	0	0	0	0	0	2	0	0	0	0	0	2
"Sro148_g068140.1"	0	0	0	0	6	0	0	0	0	0	0	0	0	0
"Sro148_g068150.1"	0	0	0	0	5	0	0	0	0	0	0	0	0	0
"Sro148_g068160.1"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"Sro148_g068170.1"	10	11	34	79	129	15	9	20	23	11	18	22	14	46
"Sro148_g068180.1"	0	2	0	8	0	2	1	0	0	2	10	0	1	21
"Sro148_g068190.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro148_g068200.1"	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"Sro148_g068210.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro148_g068220.1"	3	7	8	4	7	0	5	5	8	0	0	4	0	4
"Sro148_g068230.1"	0	0	7	0	0	6	0	0	0	0	0	0	0	0
"Sro148_g068240.1"	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"Sro148_g068250.1"	11	5	6	3	4	1	0	5	3	3	7	0	0	0
"Sro148_g068260.1"	4	2	0	18	1	0	0	1	0	0	2	0	0	2
"Sro148_g068270.1"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"Sro148_g068280.1"	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"Sro148_g068290.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1490_g277020.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1490_g277030.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1490_g277040.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1490_g277050.1"	0	0	6	0	0	2	0	4	0	0	0	0	0	3
"Sro1490_g277060.1"	0	0	0	0	0	0	3	7	0	0	0	0	0	0
"Sro1491_g277070.1"	6	1	9	9	0	0	0	0	0	0	0	0	0	0
"Sro1491_g277080.1"	14	14	9	36	9	8	12	9	6	0	0	1	3	2
"Sro1491_g277090.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1491_g277100.1"	138	90	398	429	300	157	101	155	388	42	164	37	17	211
"Sro1491_g277110.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1491_g277120.1"	2	0	0	0	0	0	0	0	0	0	0	0	0	1
"Sro1491_g277130.1"	0	1	3	20	5	6	4	2	4	0	0	0	0	34
"Sro1491_g277140.1"	0	0	0	4	0	9	3	1	3	0	0	0	0	0
"Sro1491_g277150.1"	106	74	204	219	137	79	54	74	124	19	51	44	36	102
"Sro1492_g277160.1"	0	1	16	9	10	0	1	0	1	0	0	0	0	0
"Sro1492_g277170.1"	7	8	0	39	0	23	12	20	29	0	10	0	0	24
"Sro1492_g277180.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1492_g277190.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1492_g277200.1"	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"Sro1492_g277210.1"	2	0	4	4	0	11	0	8	0	0	0	0	0	0
"Sro1492_g277220.1"	0	0	5	0	0	0	0	0	0	0	0	0	0	0
"Sro1492_g277230.1"	57	35	100	139	103	79	18	59	151	71	49	32	44	126
"Sro1492_g277240.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1493_g277250.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1493_g277260.1"	6	1	0	6	2	0	0	0	4	0	1	4	0	0
"Sro1493_g277270.1"	43	32	79	61	23	35	18	19	32	1	7	8	18	32
"Sro1493_g277280.1"	19	4	6	24	7	10	5	2	10	0	0	5	0	12
"Sro1493_g277290.1"	8	6	2	19	15	12	2	0	0	0	1	0	0	0
"Sro1493_g277300.1"	66	43	101	145	104	70	26	59	69	39	27	19	14	85
"Sro1493_g277310.1"	0	0	0	0	0	2	0	1	0	0	0	0	5	0
"Sro1493_g277320.1"	71	30	95	131	41	41	24	32	80	3	15	28	17	53
"Sro1494_g277330.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1494_g277340.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1494_g277350.1"	5	0	14	1	4	0	4	4	4	5	5	1	0	1
"Sro1494_g277360.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1494_g277370.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1495_g277380.1"	0	0	0	0	5	0	0	0	0	0	0	0	0	1
"Sro1495_g277390.1"	4	0	4	13	0	9	0	3	7	0	2	5	0	1
"Sro1495_g277400.1"	2	12	11	8	9	3	4	1	8	0	8	0	0	0
"Sro1495_g277410.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1495_g277420.1"	3	0	0	1	2	0	0	0	0	0	0	0	0	6
"Sro1495_g277430.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1495_g277440.1"	0	0	0	6	0	0	0	0	0	0	0	0	0	5
"Sro1495_g277450.1"	33	31	118	66	54	17	4	33	46	20	22	22	4	60
"Sro1496_g277460.1"	2	2	0	1	13	6	0	0	0	0	0	1	0	0
"Sro1496_g277470.1"	3	0	0	1	0	0	2	0	0	0	0	0	0	0
"Sro1496_g277480.1"	2	2	0	3	0	0	0	4	4	0	0	0	2	2
"Sro1496_g277490.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1496_g277500.1"	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"Sro1496_g277510.1"	139	30	184	209	104	95	28	89	147	6	24	45	30	111
"Sro1496_g277520.1"	218	133	328	356	333	144	95	139	245	32	86	92	70	145
"Sro1496_g277530.1"	6	1	20	42	17	5	0	1	8	5	0	0	5	16
"Sro1496_g277540.1"	2	5	5	15	12	0	3	7	0	0	0	4	0	1
"Sro1496_g277550.1"	139	58	247	175	106	77	49	46	135	3	49	18	34	62
"Sro1497_g277560.1"	4	1	2	3	0	0	5	0	13	0	4	0	0	9
"Sro1497_g277570.1"	17	11	9	41	11	17	5	8	40	0	0	5	3	14
"Sro1497_g277580.1"	0	2	13	3	2	1	0	0	0	0	0	1	0	1
"Sro1497_g277590.1"	7	3	0	41	51	54	21	15	41	0	27	10	15	55
"Sro1497_g277600.1"	0	0	0	0	0	0	2	0	4	0	0	0	0	0
"Sro1497_g277610.1"	10	3	3	6	6	6	0	4	14	0	0	5	0	0
"Sro1497_g277620.1"	4	0	0	4	0	3	5	1	1	0	0	8	0	0
"Sro1497_g277630.1"	168	150	304	666	162	180	74	108	305	52	257	120	75	489
"Sro1497_g277630.2"	0	0	0	0	0	58	0	0	0	0	0	0	0	0
"Sro1497_g277640.1"	1	2	1	10	23	7	5	0	12	9	6	5	0	7
"Sro1497_g277650.1"	5	3	0	13	27	6	6	5	0	0	0	6	0	3
"Sro1498_g277660.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1498_g277670.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1498_g277680.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1498_g277690.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1498_g277700.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1499_g277710.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1499_g277720.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro1499_g277730.1"	1	0	0	4	0	0	0	0	0	0	0	0	0	0
"Sro1499_g277740.1"	0	0	0	7	0	0	0	0	0	0	0	0	0	0
"Sro1499_g277750.1"	10	0	5	17	14	9	12	1	14	0	8	3	3	4
"Sro1499_g277760.1"	0	0	20	0	5	4	0	1	3	0	0	4	0	0
"Sro1499_g277770.1"	6	12	3	17	9	14	5	6	10	1	0	7	0	21
"Sro1499_g277771.1"	5	3	4	21	1	7	12	0	5	0	7	3	0	7
"Sro1499_g277780.1"	2	3	27	2	10	3	6	1	0	0	0	0	0	2
"Sro1499_g277790.1"	0	0	0	3	1	0	0	0	2	0	0	0	0	0
"Sro1499_g277800.1"	1	0	0	0	3	1	0	0	3	0	0	0	0	0
"Sro149_g068300.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068310.1"	32	12	47	16	6	12	5	7	19	0	9	2	5	21
"Sro149_g068320.1"	4	0	0	0	0	0	2	1	0	4	0	4	0	0
"Sro149_g068330.1"	0	0	0	0	0	0	0	0	5	0	0	0	0	0
"Sro149_g068340.1"	13	4	3	11	0	0	0	0	3	4	0	5	0	0
"Sro149_g068350.1"	127	85	256	248	156	135	34	76	170	22	34	58	25	98
"Sro149_g068360.1"	10	1	0	1	0	0	0	0	0	0	0	0	0	1
"Sro149_g068370.1"	3	3	0	5	1	0	0	1	0	0	0	0	0	0
"Sro149_g068380.1"	23	30	110	81	61	1	17	17	17	2	13	11	5	28
"Sro149_g068390.1"	3	4	0	3	0	0	0	0	1	0	0	0	0	2
"Sro149_g068400.1"	93	38	110	126	94	31	26	37	62	21	47	16	0	37
"Sro149_g068410.1"	1	0	0	3	34	8	0	10	0	0	0	0	0	9
"Sro149_g068420.1"	1	4	0	2	0	0	0	4	0	0	0	0	0	0
"Sro149_g068430.1"	0	3	6	24	0	1	1	6	4	2	0	0	0	10
"Sro149_g068440.1"	0	0	0	4	0	9	0	6	5	0	0	1	0	4
"Sro149_g068450.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"Sro149_g068460.1"	14	4	6	15	16	11	9	15	5	2	7	5	10	4
"Sro149_g068470.1"	6	1	11	4	0	9	5	2	0	4	1	0	4	0
"Sro149_g068480.1"	118	71	141	173	95	71	67	74	149	13	53	41	20	68
"Sro149_g068490.1"	0	0	0	3	7	0	0	0	1	0	0	0	0	0
"Sro149_g068500.1"	5	3	1	7	13	0	0	3	11	0	0	0	1	0
"Sro149_g068510.1"	7	5	10	18	2	0	12	0	9	0	3	0	5	18
"Sro149_g068520.1"	2	2	5	3	0	0	0	0	8	0	0	0	0	5
"Sro149_g068530.1"	3	0	12	10	10	2	0	6	7	2	0	0	0	14
"Sro149_g068540.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068550.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068560.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068570.1"	2	2	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068580.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068590.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068600.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068600.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068610.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sro149_g068620.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
